名称,销售量,销售额,商品单价,是否促销
蔬果,0.432,7.76,15.9,否
休闲,0.314,7.47,23.8,否
休闲,0.128,8.19,64,否
蔬果,0.08,0.72,9,否
洗化,1,36.5,36.5,否
粮油,1,2.9,2.9,否
粮油,3,8.4,2.8,否
日配,0.828,5.61,6.78,否
休闲,1,1.3,1.3,否
休闲,0.968,17.23,17.8,否
粮油,2.26,14.87,6.58,否
粮油,1,4.9,4.9,否
日配,1,19.3,19.3,否
休闲,1,9.5,9.5,否
肉禽,0.384,11.44,29.8,否
日配,0.896,6.07,6.78,否
休闲,1,7,7,否
日配,1,11.5,16.5,是
粮油,1,3.7,3.7,否
粮油,1,1,1,否
肉禽,0.89,37.2,41.8,否
日配,1,3.9,5,是
粮油,4,9.2,2.3,否
粮油,1,2.8,2.8,否
蔬果,0.218,1.21,5.56,否
蔬果,1,1.5,1.5,否
蔬果,0.612,0.98,1.6,否
蔬果,1,5.5,5.5,否
酒饮,1,6,6,否
蔬果,1.646,19.72,11.98,否
蔬果,0.373,2.82,12,否
粮油,1,5.9,6.7,否
休闲,1,2.9,2.9,否
蔬果,0.941,1.84,1.96,否
蔬果,1,4.98,4.98,否
蔬果,2.46,29.47,11.98,否
休闲,1,3.7,3.7,否
蔬果,1.749,6.93,3.96,否
洗化,1,3.9,3.9,否
蔬果,0.334,2,5.98,否
蔬果,0.94,14.09,14.99,否
蔬果,0.478,2.77,5.8,否
休闲,0.162,2.2,19.8,是
冲调,1,15.9,22.7,是
粮油,1,74.9,74.9,否
日配,1,11.3,11.3,否
蔬果,0.106,0.38,3.56,否
粮油,1,3.9,5.9,是
日配,2,35,17.9,否
日配,12,42,3.5,否
蔬果,1,30,30,否
休闲,0.272,2.8,11.8,否
蔬果,0.576,3.34,5.8,否
日配,1,5.9,8.9,是
休闲,1,4.3,4.3,否
休闲,1,4.3,4.3,否
酒饮,1,10.7,10.7,否
休闲,1,10.9,10.9,否
休闲,1,3,3,否
休闲,1,5.2,5.2,否
熟食,0.434,39.06,90,否
休闲,1,3.4,3.4,否
休闲,1,5.7,5.7,否
洗化,1,12.9,14.5,是
洗化,4,6,1.5,否
休闲,1,3.3,3.3,否
蔬果,0.302,0.53,1.76,否
蔬果,0.158,1.52,9.6,否
休闲,1,10.9,10.9,否
粮油,6,7.8,1.3,否
蔬果,0.374,1.42,3.8,否
粮油,1,17.9,21.9,是
粮油,1,5.9,5.9,否
粮油,1,3.7,3.7,否
休闲,1,4,4,否
休闲,1,3.2,3.2,否
蔬果,0.446,5.35,12,否
粮油,1,6.7,6.7,否
休闲,0.214,10.66,49.8,否
休闲,1,4.5,4.5,否
休闲,0.274,3.71,19.6,是
冲调,1,14.3,14.3,否
日配,16,29.9,2.8,是
休闲,1,4.5,4.5,否
蔬果,2.022,24.22,11.98,否
蔬果,2.42,6.2,2.56,否
休闲,1,4.3,4.3,否
蔬果,0.598,16.49,30,否
蔬果,0.658,7.88,11.98,否
蔬果,0.374,3.37,9,否
蔬果,1.569,6.21,3.96,否
日配,0.948,6.43,6.78,否
熟食,0.404,8.08,20,否
休闲,1,6.9,6.9,否
熟食,2,2,1,否
粮油,1,3.8,3.8,否
蔬果,0.734,7.31,9.96,否
洗化,1,22.9,22.9,否
粮油,1,1.7,1.7,否
粮油,1,0.5,0.5,否
休闲,0.224,4.03,18,否
日配,1,13.3,13.3,否
粮油,1,4.3,4.3,否
粮油,1,8.5,8.5,否
休闲,0.164,7.18,51.6,是
蔬果,0.636,3.18,5,否
洗化,1,7.9,7.9,否
文体,1,2.3,2.3,否
蔬果,0.587,3.85,6.56,否
粮油,1,6.9,6.9,否
洗化,1,6.7,6.7,否
蔬果,0.232,3.9,16.8,否
洗化,1,17.9,17.9,否
休闲,1,6.5,6.5,否
蔬果,0.299,1.66,5.56,否
粮油,7.12,29.9,4.2,否
粮油,1,8.5,8.5,否
蔬果,0.78,2.01,2.58,否
洗化,1,15.6,15.9,是
蔬果,1,2,2,否
粮油,4,9.2,2.3,否
休闲,1,4.9,4.9,否
洗化,1,13.9,15.9,是
蔬果,1.54,2.77,1.8,否
休闲,1,2.9,2.9,否
蔬果,0.488,1.26,2.58,否
冲调,1,11.7,11.7,否
休闲,1,3.6,3.6,否
蔬果,0.308,4.9,15.9,否
粮油,1,0.5,0.5,否
休闲,0.292,3.45,11.8,否
日配,1,11.9,13.9,是
日配,1,13.9,16.3,是
蔬果,0.266,2.65,9.96,否
日配,1,66,66,否
洗化,1,9.9,9.9,否
日配,1,10.3,10.3,否
冲调,1,40.3,40.3,否
日配,1,13.9,16.3,是
休闲,0.38,13.6,35.8,否
洗化,1,9.9,10.9,是
蔬果,0.348,1.38,3.96,否
休闲,0.342,4.7,19.6,是
文体,1,2.3,2.3,否
休闲,1,6.9,9.5,是
蔬果,0.55,9.68,17.6,否
粮油,1,0.5,0.5,否
休闲,1,5.9,5.9,否
休闲,1,13.9,17.9,是
酒饮,1,3.5,3.5,否
粮油,1,13.3,13.3,否
蔬果,0.396,2.2,5.56,否
蔬果,2,3,1.5,否
休闲,1,14.3,14.3,否
熟食,0.001,0.02,20,否
粮油,1,5.9,5.9,否
休闲,1,4.3,4.3,否
休闲,1,2.5,2.5,否
蔬果,0.259,4.04,15.6,否
蔬果,0.268,1.34,5,否
休闲,1,3.9,3.9,否
粮油,1.006,9.96,9.9,否
酒饮,1,4,4,否
酒饮,1,5,5,否
休闲,1,4.9,4.9,否
粮油,1,8.2,8.2,否
蔬果,0.51,2.55,5,否
酒饮,1,3.8,3.8,否
蔬果,0.368,2.05,5.56,否
蔬果,0.82,3.25,3.96,否
蔬果,0.3,1.79,5.98,否
休闲,0.426,8.4,35.8,是
休闲,1,16.9,16.9,否
蔬果,0.14,0.89,2,否
肉禽,0.406,11.29,27.8,否
蔬果,0.298,0.6,2,否
粮油,1,1,1,否
蔬果,0.282,1.85,6.56,否
蔬果,0.731,2.16,2.96,否
蔬果,0.319,0.94,2.96,否
粮油,1,5.9,5.9,否
蔬果,1.162,17.42,14.99,否
日配,2,27.8,16.3,是
蔬果,1.472,17.6,11.98,否
休闲,1,9.9,9.9,否
蔬果,0.358,5.69,15.9,否
休闲,0.538,10.6,35.8,是
蔬果,0.534,6.41,12,否
蔬果,0.432,2.51,5.8,否
粮油,1,0.5,0.5,否
休闲,0.348,6.84,35.8,是
休闲,2,11.8,5.9,否
日配,1,10.9,12.9,是
休闲,1,4.5,4.5,否
蔬果,0.522,2.92,5.6,否
休闲,1,3.9,3.9,否
洗化,1,9.9,10.9,是
休闲,0.464,15.68,33.8,否
休闲,0.304,7.3,24,否
休闲,1,9.5,9.5,否
休闲,1,3.9,3.9,否
蔬果,2.534,15.1,5.96,否
日配,1,14.3,14.3,否
蔬果,0.288,1.61,5.6,否
蔬果,0.496,0.98,1.98,否
蔬果,0.153,0.61,3.96,否
冲调,1,3.2,3.2,否
酒饮,1,4.9,4.9,否
蔬果,0.328,1.3,3.96,否
粮油,0.881,4.92,5.58,否
肉禽,0.646,23.13,35.8,否
休闲,1,7.6,9,是
休闲,1,3.4,3.4,否
肉禽,0.222,6.17,27.8,否
蔬果,0.573,1.47,2.56,否
蔬果,4,8,2,否
酒饮,1,15,15,否
蔬果,0.894,2.29,2.56,否
蔬果,0.538,9.47,17.6,否
酒饮,1,4.9,4.9,否
休闲,0.188,6.73,35.8,否
休闲,1,10.9,10.9,否
蔬果,0.762,1.51,1.98,否
蔬果,-2.42,-6.2,2.56,否
日配,0.362,9.33,32.6,是
粮油,1,5.5,5.5,否
休闲,1,4.2,4.2,否
休闲,0.168,4.33,25.8,否
日配,1,9.9,9.9,否
粮油,1,3,3,否
蔬果,0.442,2.21,5,否
粮油,4.382,18.4,4.2,否
粮油,1,2.3,2.3,否
蔬果,0.236,0.47,2,否
休闲,0.296,17.76,60,否
粮油,1,5.9,5.9,否
休闲,1,2.7,2.7,否
酒饮,1,12.7,12.7,否
蔬果,1,5.5,5.5,否
粮油,1,12.9,14.3,是
酒饮,1,2.9,2.9,否
洗化,1,12.9,12.9,否
洗化,1,19.9,19.9,否
休闲,1,1.9,1.9,否
洗化,1,27.9,27.9,否
肉禽,0.396,11.8,29.8,否
粮油,0.398,2.7,6.8,否
蔬果,0.818,1.6,1.96,否
粮油,1,2.3,2.3,否
蔬果,0.058,0.52,9,否
酒饮,1,2.8,2.8,否
休闲,1,7.9,7.9,否
酒饮,1,3.8,3.8,否
蔬果,0.353,2.05,5.8,否
文体,1,7.9,7.9,否
蔬果,0.268,2.41,9,否
粮油,1,5.3,5.3,否
粮油,4.708,26.27,5.58,否
休闲,1,4.5,4.5,否
蔬果,1.494,2.99,2,否
休闲,1,6.9,6.9,否
休闲,1,6.9,6.9,否
蔬果,4,8,2,否
蔬果,0.278,3.34,12,否
蔬果,1.27,9.88,9.98,否
洗化,1,6.5,7.7,是
冲调,1,11.3,11.3,否
休闲,1,5.2,5.2,否
休闲,0.13,2.55,25,是
休闲,1,4.3,4.3,否
蔬果,0.886,3.5,2.96,否
休闲,1,3.2,3.2,否
休闲,1,3.5,4,否
洗化,1,7.5,8.7,是
粮油,5,6.5,1.3,否
粮油,1,7.9,7.9,否
休闲,1,9.9,9.9,否
粮油,1,35.9,35.9,否
休闲,1,18.9,18.9,否
日配,1,13.3,13.3,否
日配,1,3.9,3.9,否
蔬果,0.554,1.1,1.98,否
蔬果,0.616,6.14,9.96,否
酒饮,1,4.5,4.5,否
蔬果,0.818,2.09,2.56,否
蔬果,0.358,3.44,9.6,否
蔬果,1,2,2,否
粮油,1.694,9.45,5.58,否
蔬果,1.87,7.41,3.96,否
蔬果,0.336,1.68,5,否
休闲,1,4,4,否
休闲,1,4.9,4.9,否
日配,1,13.9,13.9,否
冲调,2,15.4,7.7,否
蔬果,0.37,1.32,3.56,否
冲调,1,3.2,3.2,否
休闲,1,4.3,4.3,否
蔬果,1.12,19.71,17.6,否
蔬果,0.624,10.98,17.6,否
休闲,1,2,2,否
家居,1,8,8,否
蔬果,0.294,2.29,7.8,否
休闲,1,5.3,5.3,否
蔬果,0.416,3.23,7.76,否
休闲,1,5.3,5.3,否
休闲,1,3.3,3.3,否
冲调,1,15.5,15.5,否
蔬果,1.075,4.28,3.98,否
蔬果,0.43,4.3,10,否
蔬果,0.424,1.51,3.56,否
休闲,1,10.9,10.9,否
休闲,1,4.3,4.3,否
酒饮,1,2,2,否
日配,1,9.9,14.3,是
粮油,0.906,14.31,15.8,否
粮油,1,7.9,7.9,否
日配,0.994,6.74,6.78,否
休闲,1,4.3,4.3,否
蔬果,0.246,1.61,6.56,否
蔬果,0.001,0.01,9,否
粮油,1,7.3,7.3,否
粮油,1,6.9,6.9,否
休闲,1,8.9,8.9,否
蔬果,0.204,3.18,15.6,否
粮油,0.274,3.77,19.8,是
日配,16,48,3,否
休闲,1,16.9,16.9,否
蔬果,0.432,2.83,6.56,否
休闲,1,9.7,9.7,否
酒饮,1,13.7,13.7,否
日配,1,5.5,5.5,否
蔬果,0.564,2.23,3.96,否
蔬果,0.216,1.42,6.56,否
蔬果,0.83,2.12,2.56,否
粮油,1.006,5.94,5.9,否
粮油,1,1.3,1.3,否
蔬果,1.24,4.91,3.96,否
蔬果,0.298,2.32,7.8,否
蔬果,0.324,2.46,7.6,否
休闲,2,9,4.5,否
粮油,1,3.9,3.9,否
休闲,0.212,3.35,15.8,否
休闲,1,6.5,6.5,否
蔬果,0.485,2.43,5,否
粮油,1,3.2,3.2,否
日配,12,58.8,5.3,是
蔬果,0.537,6.43,11.98,否
熟食,4,2,0.5,否
休闲,1,4.3,4.3,否
蔬果,8,16,2,否
粮油,1,5.9,5.9,否
粮油,0.268,3.69,19.8,是
酒饮,1,3.8,3.8,否
酒饮,1,4.5,4.5,否
蔬果,1.43,11.98,2,否
休闲,1,10.5,10.5,否
休闲,1,5.9,5.9,否
休闲,0.17,2.32,19.8,是
蔬果,0.862,8.59,9.96,否
蔬果,0.278,0.82,2.96,否
休闲,1,6.9,6.9,否
蔬果,0.748,4.19,5.6,否
休闲,1,3.2,3.2,否
粮油,1,1.9,1.9,否
休闲,1,5.3,5.3,否
休闲,1,5.7,5.7,否
休闲,0.32,3.75,13.8,是
粮油,1,2.9,2.9,否
休闲,1,6.9,6.9,否
蔬果,0.421,2.44,5.8,否
休闲,1,15.9,15.9,否
休闲,1,7.9,7.9,否
蔬果,0.426,2.39,5.6,否
粮油,4,12,3,否
粮油,1,8.2,8.2,否
休闲,1,15.8,15.8,否
休闲,1,38,38,否
粮油,1,4,4,否
肉禽,0.554,15.4,27.8,否
粮油,1,8.9,8.9,否
针织,1,14.5,14.5,否
蔬果,0.657,1.3,5,否
蔬果,0.559,1.1,1.96,否
蔬果,0.324,1.28,3.96,否
粮油,1,1.7,1.7,否
休闲,1,4,4,否
粮油,1,8.5,8.5,否
洗化,1,9.9,9.9,否
日配,1,13.9,13.9,否
蔬果,0.298,1.13,3.8,否
蔬果,0.29,2.61,9,否
洗化,1,18.9,18.9,否
洗化,1,1.7,1.7,否
休闲,0.186,7.4,39.8,否
休闲,0.366,4.3,13.8,是
休闲,1,7,7,否
洗化,1,11.9,15.5,是
粮油,1,3,3,否
文体,1,1.3,1.3,否
粮油,1.006,13.8,13.8,否
文体,1,4.7,4.7,否
粮油,4,7.6,1.9,否
洗化,1,24.9,24.9,否
蔬果,0.284,3.41,12,否
肉禽,0.972,19.05,19.6,否
蔬果,0.308,2.4,7.8,否
蔬果,1.478,8.81,5.96,否
蔬果,0.447,1.77,3.96,否
酒饮,1,5,5,否
粮油,1,6.7,6.7,否
休闲,1,4.9,4.9,否
肉禽,1.436,37.05,25.8,否
粮油,1,6.7,6.7,否
日配,1,13.9,16.3,是
蔬果,0.5,1.28,2.56,否
蔬果,0.392,1.96,5,否
洗化,1,9.9,10.9,是
酒饮,1,1.9,1.9,否
蔬果,0.444,1.14,2.56,否
日配,1,15.9,15.9,否
蔬果,0.432,5.18,12,否
蔬果,0.604,7.25,12,否
洗化,1,4.9,4.9,否
熟食,4,2,0.5,否
蔬果,1.109,2.17,1.96,否
粮油,1,10.7,10.7,否
日配,1,5.7,5.7,否
休闲,0.156,9.33,59.8,否
休闲,0.35,13.23,37.8,否
休闲,1,6.9,9.5,是
蔬果,0.35,2.03,5.8,否
蔬果,0.412,2.31,5.6,否
熟食,0.136,0.82,6,否
粮油,0.1,8.98,89.8,否
洗化,1,4.5,4.5,否
肉禽,0.258,7.69,29.8,否
日配,1,13.3,13.3,否
蔬果,0.839,1.51,1.8,否
蔬果,0.084,0.42,5,否
针织,1,10,10,否
蔬果,0.725,4.76,6.56,否
洗化,1,3.5,3.5,否
蔬果,0.21,1.26,6,否
休闲,0.12,4.2,35,否
蔬果,2,3,1.5,否
洗化,1,1.5,1.5,否
洗化,1,17.9,24.7,是
蔬果,1,4.98,4.98,否
蔬果,0.514,1.52,2.96,否
蔬果,0.21,1.17,5.56,否
蔬果,0.597,1.74,3.96,否
洗化,1,3.9,3.9,否
洗化,1,6.5,7.7,是
蔬果,0.388,2.95,7.6,否
粮油,1,49.9,59.9,是
粮油,1,11.3,11.3,否
日配,1,13.9,16.3,是
休闲,1,10.4,10.4,否
蔬果,0.184,1.43,7.76,否
蔬果,2,3,1.5,否
蔬果,0.332,1.32,1.48,否
熟食,0.464,9.28,20,否
粮油,1,3.7,3.7,否
粮油,1,6.7,6.7,否
蔬果,1.386,2.77,2,否
日配,1,3.9,4.9,是
粮油,1,3.9,5.9,是
蔬果,0.454,2.54,5.6,否
粮油,1,6.7,6.7,否
洗化,1,12.9,12.9,否
肉禽,0.674,13.21,19.6,否
蔬果,0.33,3.29,9.96,否
蔬果,0.524,0.92,1.76,否
蔬果,0.95,11.38,11.98,否
休闲,1,8.3,8.3,否
洗化,1,11.7,11.7,否
休闲,1,21.9,21.9,否
蔬果,0.27,2.59,9.6,否
粮油,1,39.9,49.9,是
蔬果,0.457,3.64,7.96,否
日配,1,12.3,12.3,否
日配,1,8.9,8.9,否
休闲,1,17,17,否
蔬果,0.236,0.47,1.98,否
粮油,1,9.9,9.9,否
蔬果,0.455,1.82,4,否
家居,1,4,4,否
粮油,1,3.9,3.9,否
洗化,1,33.7,33.7,否
洗化,1,13.8,16.9,是
蔬果,0.335,0.86,2.56,否
肉禽,0.414,9.52,23,否
日配,0.784,5.32,6.78,否
洗化,1,35.9,35.9,否
蔬果,1.172,4.69,4,否
粮油,0.996,5.56,5.58,否
蔬果,0.394,10.17,25.8,否
日配,1,3.5,3.5,否
蔬果,0.906,15.95,17.6,否
蔬果,0.45,7.2,16,否
蔬果,0.666,7.98,11.98,否
蔬果,0.379,1.44,3.8,否
洗化,1,5.6,6.3,是
休闲,1,2.2,2.2,否
洗化,1,25.9,25.9,否
洗化,1,26.9,26.9,否
蔬果,2,3,1.5,否
粮油,0.078,7,89.8,否
日配,1,55,55,否
洗化,1,9.9,15.5,是
蔬果,1.007,1.97,1.96,否
休闲,0.234,5.62,24,否
粮油,2.535,10.65,4.2,否
休闲,1,10.9,10.9,否
蔬果,0.778,13.69,17.6,否
针织,1,14,14,否
蔬果,0.234,1.83,7.8,否
蔬果,0.878,1.72,1.96,否
蔬果,0.438,3.4,7.76,否
蔬果,0.748,4.34,5.8,否
休闲,1,3.2,3.2,否
粮油,1,6.3,6.3,否
蔬果,0.91,2.88,3.16,否
日配,1,8.3,8.3,否
熟食,0.487,2.92,6,否
洗化,1,11.9,15.7,是
蔬果,0.196,1.95,9.96,否
洗化,1,24.9,24.9,否
蔬果,0.37,0.95,2.58,否
粮油,4,2,0.5,否
蔬果,0.22,2.2,9,否
蔬果,0.172,0.86,4.98,否
日配,1,13.9,13.9,否
蔬果,0.428,2.48,5.8,否
洗化,1,3.5,3.5,否
休闲,0.292,2.85,11.8,是
粮油,0.252,17.64,70,否
蔬果,0.35,6.3,18,否
粮油,0.22,15.4,70,否
日配,1,3.5,3.5,否
蔬果,1.438,17.23,11.98,否
日配,1,11.9,11.9,否
蔬果,0.774,2,2.58,否
蔬果,0.828,2.62,3.16,否
粮油,0.59,4.01,6.8,否
冲调,1,4.9,4.9,否
粮油,1,72,72,否
家居,1,4,4,否
休闲,1,3.5,3.5,否
蔬果,0.768,1.06,1.96,否
蔬果,0.359,1.42,3.96,否
蔬果,1.164,2.1,1.8,否
休闲,1,6.5,6.5,否
粮油,2.342,11.6,5.58,否
蔬果,0.84,8.37,9.96,否
粮油,1,2.9,2.9,否
日配,1,10.9,12.9,是
粮油,0.358,32.15,89.8,否
蔬果,0.778,1.24,1.6,否
蔬果,0.477,1.23,2.58,否
蔬果,0.732,8.78,12,否
蔬果,0.258,2.48,9.6,否
酒饮,1,4.3,4.3,否
蔬果,0.242,1.59,6.56,否
蔬果,0.348,0.61,1.76,否
蔬果,0.156,0.23,1.48,否
蔬果,0.38,9.8,25.8,否
粮油,1,14.7,14.7,否
蔬果,0.114,0.68,5.98,否
蔬果,1.194,14.3,11.98,否
粮油,1.006,9.96,9.9,否
蔬果,2,3,1.5,否
蔬果,0.527,1.36,2.58,否
蔬果,0.424,5.09,12,否
蔬果,1.322,23.27,17.6,否
休闲,1,9.7,9.7,否
蔬果,0.418,1.49,3.56,否
家居,1,8.9,10,是
肉禽,0.212,6.32,29.8,否
蔬果,0.162,1.06,6.56,否
粮油,1,4.2,4.2,否
日配,1,5.9,5.9,否
粮油,1,2.9,2.9,否
粮油,1,3.9,3.9,否
日配,1,65,65,否
蔬果,2,3,1.5,否
蔬果,1.082,6.28,5.8,否
休闲,0.454,8.98,19.8,否
洗化,1,13.9,13.9,否
日配,1,11,11,否
肉禽,1.338,31.84,23.8,否
蔬果,0.436,2.86,6.56,否
洗化,-1,-4.3,4.3,否
粮油,1,17.9,21.9,是
熟食,0.339,2.03,6,否
日配,1,7.5,7.5,否
蔬果,0.376,0.97,2.58,否
家居,1,10,10,否
粮油,1,20.3,20.3,否
熟食,0.31,6.2,20,否
蔬果,2.848,4.56,1.6,否
蔬果,0.385,2.93,7.6,否
粮油,1,8.5,8.5,否
蔬果,0.223,0.44,1.98,否
粮油,1,5.3,5.3,否
蔬果,1.182,2.54,1.8,否
休闲,1,21.9,21.9,否
洗化,1,11.9,11.9,否
蔬果,0.388,2.25,5.8,否
洗化,1,26.9,26.9,否
肉禽,0.232,6.91,29.8,否
冲调,1,4.2,4.2,否
家居,1,13,13,否
休闲,1,3.8,3.8,否
蔬果,0.812,6.31,9.98,否
蔬果,0.448,11.56,25.8,否
蔬果,0.726,1.45,2,否
粮油,1,2.3,2.3,否
休闲,1,11.9,11.9,否
日配,12,58.8,4.9,否
蔬果,0.671,1.87,2.78,否
日配,1,13.9,13.9,否
冲调,1,9.9,9.9,否
休闲,0.27,12.31,45.6,否
洗化,1,9.9,15.5,是
粮油,1,6.9,6.9,否
蔬果,0.224,1.78,7.96,否
蔬果,1.754,4.49,2.56,否
蔬果,1,5.8,5.8,否
肉禽,0.186,5.54,29.8,否
蔬果,0.404,1.6,3.96,否
蔬果,1.062,2.72,2.56,否
蔬果,0.61,3.42,5.6,否
蔬果,0.661,1.19,1.8,否
蔬果,1.179,3.75,3.18,否
粮油,1,2.9,2.9,否
蔬果,0.34,1.89,5.56,否
蔬果,0.495,2.87,5.8,否
粮油,1,7.5,7.5,否
蔬果,0.116,1.39,12,否
蔬果,0.266,2.55,9.6,否
蔬果,1.502,8.71,5.8,否
肉禽,0.562,15.62,27.8,否
洗化,1,7.5,8.7,是
蔬果,0.336,1.2,3.56,否
粮油,0.62,11.35,18.3,否
熟食,0.437,2.62,6,否
蔬果,1.01,4.02,3.98,否
粮油,1,40.9,49.9,是
蔬果,1.388,5.5,3.96,否
冲调,1,15.3,15.3,否
休闲,0.912,18.05,35.8,是
蔬果,0.369,2.8,7.6,否
粮油,1,1.9,1.9,否
日配,0.888,6.02,6.78,否
蔬果,0.254,0.45,1.76,否
冲调,1,28.7,28.7,否
蔬果,2,3,1.5,否
粮油,1,5.9,5.9,否
蔬果,0.534,3.5,6.56,否
粮油,1,4.3,4.3,否
粮油,0.374,7.4,37.8,是
蔬果,0.147,0.82,5.56,否
蔬果,0.806,1.61,2,否
粮油,1,8.2,8.2,否
洗化,1,7.9,7.9,否
蔬果,0.21,1.33,5.6,否
休闲,1,9.9,9.9,否
蔬果,1.008,6.01,5.96,否
蔬果,1.38,3.53,2.56,否
粮油,0.706,6.99,9.9,否
粮油,1,22.3,22.3,否
休闲,1,6,6,否
休闲,1,5.5,5.5,否
蔬果,0.496,1.27,2.56,否
粮油,0.124,15.37,124,否
酒饮,1,3.5,3.5,否
酒饮,1,3.7,3.7,否
文体,1,42,42,否
蔬果,0.312,3.11,9.96,否
休闲,0.322,5.08,27.8,是
蔬果,0.736,1.9,2.58,否
粮油,1,19.9,19.9,否
蔬果,0.398,2.23,5.6,否
蔬果,0.674,2,3.96,否
粮油,1,57.9,57.9,否
休闲,0.414,14.82,35.8,否
酒饮,1,2.8,2.8,否
蔬果,0.822,14.47,17.6,否
肉禽,0.166,4.95,29.8,否
蔬果,0.177,2.76,15.6,否
休闲,0.066,2.31,35,否
蔬果,0.968,1.74,1.8,否
冲调,1,18.3,18.3,否
洗化,1,4.3,4.3,否
粮油,1,2.3,2.3,否
洗化,1,1.9,1.9,否
蔬果,0.58,3.46,5.96,否
洗化,1,7.9,7.9,否
休闲,1,8.6,8.6,否
洗化,1,12.9,17.7,是
日配,1,3.9,4.9,是
蔬果,0.54,4.3,7.96,否
蔬果,0.93,5.54,5.96,否
蔬果,0.219,1.23,5.6,否
酒饮,2,2,2.2,是
家电,1,18.5,18.5,否
蔬果,1.758,30.94,17.6,否
洗化,1,5.9,5.9,否
肉禽,0.346,10.31,29.8,否
休闲,1,13.7,13.7,否
家居,1,20,20,否
蔬果,0.488,14.64,30,否
蔬果,0.456,2.99,6.56,否
洗化,1,18.9,18.9,否
蔬果,0.278,2.67,9.6,否
日配,16,33.9,2.7,是
蔬果,0.156,0.78,4.98,否
粮油,1,5.9,5.9,否
日配,1.126,22.29,19.8,否
蔬果,0.35,0.69,1.98,否
洗化,1,12.9,12.9,否
日配,1,10.9,12.9,是
休闲,1,5.7,5.7,否
日配,16,33.9,2.7,是
蔬果,0.906,2.34,2.58,否
粮油,1,1.3,1.3,否
肉禽,0.244,19.52,80,否
蔬果,0.368,4.42,12,否
蔬果,4,8,2,否
粮油,1,5.7,5.7,否
蔬果,1.384,3.54,2.56,否
日配,1,8.3,8.3,否
休闲,1,10.9,10.9,否
洗化,2,27.8,15.9,是
粮油,3,5.1,1.7,否
蔬果,0.486,2.82,5.8,否
日配,6,16.2,2.7,否
肉禽,1,1.6,1.6,否
蔬果,0.31,3.72,12,否
粮油,1,6.9,6.9,否
蔬果,0.765,1.96,2.56,否
日配,1,6.7,6.7,否
粮油,2.413,13.46,5.58,否
蔬果,0.166,1.49,9,否
蔬果,0.372,3.1,9.96,否
洗化,1,9.9,14.9,是
蔬果,0.25,1.25,5,否
蔬果,0.092,1.66,18,否
粮油,1,7.7,7.7,否
熟食,0.318,6.36,20,否
洗化,1,11.9,11.9,否
休闲,1,5.9,5.9,否
蔬果,0.806,3.19,3.96,否
蔬果,0.488,3.81,7.8,否
日配,1,13.3,13.3,否
粮油,1,1.7,1.7,否
洗化,1,7.9,7.9,否
蔬果,0.264,2.53,9.6,否
蔬果,1.096,13.13,11.98,否
日配,1,13.9,18.9,是
蔬果,0.37,2.76,7.47,否
日配,0.502,12.95,32.6,是
蔬果,0.648,6.48,10,否
蔬果,0.906,2.32,2.56,否
休闲,1,3.9,3.9,否
蔬果,0.31,2.98,9.6,否
蔬果,0.724,1.3,1.8,否
粮油,4,2,0.5,否
蔬果,0.19,1.82,9.6,否
粮油,1,3.9,3.9,否
肉禽,1.184,30.31,25.6,否
休闲,1,6.9,6.9,否
蔬果,0.286,1.76,5.8,否
洗化,1,5.7,5.7,否
粮油,1,4.9,4.9,否
冲调,1,4.9,4.9,否
洗化,1,3,3.7,是
蔬果,0.504,0.81,1.6,否
蔬果,1.036,23.83,23,否
休闲,1,4.5,4.5,否
日配,1,8.6,8.6,否
休闲,0.22,3.47,19.8,是
蔬果,0.781,2.31,2.96,否
休闲,1,4.5,4.5,否
蔬果,0.414,4.96,11.98,否
蔬果,0.746,13.28,17.8,否
粮油,1,7.7,7.7,否
休闲,1,14.3,14.3,否
粮油,1,10.9,14.7,是
休闲,3,11.7,3.9,否
蔬果,0.43,2.58,6,否
蔬果,0.32,2.1,6.56,否
家居,1,7.9,9,是
蔬果,0.192,0.38,2,否
蔬果,0.514,6.16,11.98,否
休闲,1,5.9,5.9,否
蔬果,0.39,8.97,23,否
蔬果,0.792,13.94,17.6,否
洗化,1,4.3,4.3,否
蔬果,0.208,1.61,7.76,否
蔬果,0.994,3.16,3.18,否
家居,1,6.9,9,是
家居,1,11,11,否
粮油,6,3,0.5,否
日配,1,13.9,16.3,是
冲调,1,14.9,24.3,是
蔬果,0.923,3.66,3.96,否
蔬果,1.13,2.26,2,否
粮油,1,1.9,1.9,否
蔬果,0.168,1.5,16.8,否
家居,1,4.9,4.9,否
蔬果,0.906,2.32,2.56,否
蔬果,0.546,30.58,56,否
洗化,1,4.9,4.9,否
针织,1,14.5,14.5,否
蔬果,0.506,2,3.96,否
蔬果,2.018,4.04,2,否
蔬果,0.46,13.8,30,否
休闲,1,4,4,否
蔬果,0.56,3.34,5.96,否
蔬果,0.61,3.64,5.96,否
粮油,1,1.5,1.5,否
粮油,1,14.3,14.3,否
休闲,1,2.9,2.9,否
日配,1,3.9,5.5,是
粮油,1,4.9,4.9,否
休闲,1,3.7,3.7,否
酒饮,1,1.9,2.5,是
日配,5,52,10.4,否
粮油,1,10.7,10.7,否
日配,0.888,6.02,6.78,否
洗化,1,3.9,3.9,否
蔬果,4,8,2,否
